sample_datetime,time_interval,rundate,treatment,syringe_number,bottle,SampleID,volwater,volair,equiltemp,ResetTime,DATETIME,samplenum,ENDTIME,CO2,delCO2,CH4,delCH4,pressure,CO2_vol_air,kH_CO2,CO2_mol_water,CO2_mol_air,CO2_conc_umolL,AF,CO2_13C_umolL
2022-07-12T16:30:00Z,T0,2022-07-13,LW,33,A,2,70,70,21,2022-07-13T02:34:33Z,2022-07-13T02:34:33Z,2,2022-07-13T02:35:03Z,469.74774008029,17.275475896913,0.346332035489565,-99.241187414,0.9,469.74774008029,32.354686707052466,14.518692278911711,17.907674868519106,32.42636714743082,0.01130212962713399,0.3664870048373021
2022-07-12T16:30:00Z,T0,2022-07-13,LW,70,A,3,70,70,21,2022-07-13T02:36:58Z,2022-07-13T02:36:58Z,3,2022-07-13T02:37:28Z,467.698142391667,14.8369598501667,0.29690285132125,-70.6695336015,0.9,467.698142391667,32.354686707052466,14.455344495414977,17.82954031695563,32.284884812370606,0.011275342712603218,0.36402314069639724
2022-07-12T16:30:00Z,T0,2022-07-13,LW,72,A,4,70,70,21,2022-07-13T02:39:18Z,2022-07-13T02:39:18Z,4,2022-07-13T02:39:48Z,473.8441007214,16.27398308748,0.2944504101468,-55.37267760504,0.9,473.8441007214,32.354686707052466,14.645300231515286,18.06383590612763,32.70913613764291,0.011291128479935205,0.36932305859781767
2022-07-12T16:30:00Z,T0,2022-07-13,LW,32,A,5,70,70,21,2022-07-13T02:41:46Z,2022-07-13T02:41:46Z,5,2022-07-13T02:42:16Z,468.8601203552,17.31395687574,0.4936100625608,-117.80204516088,0.9,468.8601203552,32.354686707052466,14.491258240278398,17.873837120963195,32.36509536124159,0.011302552326146006,0.3658081838611385
2022-07-12T16:30:00Z,T0,2022-07-13,LW,37,A,6,70,70,21,2022-07-13T02:44:24Z,2022-07-13T02:44:24Z,6,2022-07-13T02:44:54Z,445.892787932292,17.0552732849583,0.29570880602125,-62.0162682064167,0.9,445.892787932292,32.354686707052466,13.781397173445637,16.9982788446076,30.779676018053234,0.011299710777695463,0.3478014368351707
2022-07-12T16:30:00Z,T0,2022-07-13,LW,71,A,7,70,70,21,2022-07-13T02:46:53Z,2022-07-13T02:46:53Z,7,2022-07-13T02:47:23Z,472.1059065944,15.12753015594,0.3096158632856,-56.05353899712,0.9,472.1059065944,32.354686707052466,14.591577129735995,17.99757264900293,32.58914977873893,0.011278534681631478,0.36755785602438984
2022-07-12T16:30:00Z,T0,2022-07-13,LW,BH21,A,8,70,70,21,2022-07-13T02:49:24Z,2022-07-13T02:49:24Z,8,2022-07-13T02:49:54Z,431.012251184203,17.3645357839855,0.302618556815652,-57.579420214913,0.9,431.012251184203,32.354686707052466,13.321478124226552,16.43100455839543,29.752482682621977,0.011303107915791625,0.3362955225243977
2022-07-12T16:30:00Z,T0,2022-07-13,LW,74,A,9,70,70,21,2022-07-13T02:51:55Z,2022-07-13T02:51:55Z,9,2022-07-13T02:52:25Z,442.1885990672,17.33556110118,0.2909030882652,-60.50549208848,0.9,442.1885990672,32.354686707052466,13.666910239956508,16.8570681389716,30.523978378928106,0.011302789640240682,0.3450061066002792
2022-07-13T14:45:00Z,T1,2022-07-13,LW,BH12,A,2,70,70,21,2022-07-13T21:21:31Z,2022-07-13T21:21:31Z,2,2022-07-13T21:22:01Z,417.850193213403,20.7977862853472,0.23291393373625,-78.9264151552917,0.9,417.850193213403,32.354686707052466,12.914672826126383,15.929241942780926,28.843914768907307,0.011340819378286954,0.3271136275568813
2022-07-13T14:45:00Z,T1,2022-07-13,LW,73,A,3,70,70,21,2022-07-13T21:23:56Z,2022-07-13T21:23:56Z,3,2022-07-13T21:24:26Z,423.6767228448,20.67382760728,0.2257207823648,-56.98238151516,0.9,423.6767228448,32.354686707052466,13.09475584421127,16.151360304080583,29.246116148291854,0.011339457843155522,0.33163510113958544
2022-07-13T14:45:00Z,T1,2022-07-13,LW,110n,A,4,70,70,21,2022-07-13T21:26:25Z,2022-07-13T21:26:25Z,4,2022-07-13T21:26:55Z,456.8304916332,18.65077359358,0.20244660123,-58.21855903458,0.9,456.8304916332,32.354686707052466,14.119453412405413,17.41524485630269,31.534698268708105,0.01131723652829065,0.3568856391552473
2022-07-13T14:45:00Z,T1,2022-07-13,LW,8G,A,5,70,70,21,2022-07-13T21:28:46Z,2022-07-13T21:28:46Z,5,2022-07-13T21:29:16Z,450.8604230902,20.15783469278,0.2172556735816,-62.9177544546,0.9,450.8604230902,32.354686707052466,13.934933976409804,17.18765451942838,31.122588495838187,0.011333790249030404,0.35273689001871666
2022-07-15T18:00:00Z,T2,2022-07-16,LW,73,A,2,70,70,21,2022-07-16T00:47:54Z,2022-07-16T00:47:54Z,2,2022-07-16T00:48:24Z,481.820413797,22.85919004406,0.2607121878016,-58.36350004648,0.9,481.820413797,32.354686707052466,14.89182751666008,18.367908090025622,33.2597356066857,0.01136346083865148,0.3779457030704752
2022-07-15T18:00:00Z,T2,2022-07-16,LW,110n,A,3,70,70,21,2022-07-16T00:50:24Z,2022-07-16T00:50:24Z,3,2022-07-16T00:50:54Z,498.0839210736,20.97456062118,0.2596459269196,-53.37177455516,0.9,498.0839210736,32.354686707052466,15.394490621509584,18.98790383600062,34.3823944575102,0.011342761022617004,0.3899912837168896
2022-07-15T18:00:00Z,T2,2022-07-16,LW,BH12,B,4,70,70,21,2022-07-16T00:52:55Z,2022-07-16T00:52:55Z,4,2022-07-16T00:53:25Z,471.6124723668,22.1440022401,0.2743040574996,-47.755631457104,0.9,471.6124723668,32.354686707052466,14.576326349159206,17.97876200030167,32.555088349460874,0.011355605679724679,0.3696827461650766
2022-07-15T18:00:00Z,T2,2022-07-16,LW,8G,B,5,70,70,21,2022-07-16T00:54:59Z,2022-07-16T00:54:59Z,5,2022-07-16T00:55:29Z,483.5751940978,21.62520849458,0.2621288953608,-50.1958161122832,0.9,483.5751940978,32.354686707052466,14.946063254335064,18.4348036435562,33.380866897891266,0.011349907507627497,0.37886975181549026
2022-07-17T23:00:00Z,T3,2022-07-18,LW,73,A,2,70,70,21,2022-07-18T16:59:23Z,2022-07-18T16:59:23Z,2,2022-07-18T16:59:53Z,549.022540504167,20.1587243996667,0.2850439761,-60.138924144,0.9,549.022540504167,32.354686707052466,16.968872098041196,20.92978062897446,37.89865272701566,0.011333800021502539,0.42953575109236736
2022-07-17T23:00:00Z,T3,2022-07-18,LW,110n,A,3,70,70,21,2022-07-18T17:01:53Z,2022-07-18T17:01:53Z,3,2022-07-18T17:02:23Z,816.413155955417,8.06663884483542,0.273568049951667,-52.78885548775,0.9,816.413155955417,32.354686707052466,25.233227054473705,31.12321807600885,56.35644513048256,0.01120096363802254,0.6312464926747476
2022-07-17T23:00:00Z,T3,2022-07-18,LW,BH12,B,4,70,70,21,2022-07-18T17:04:20Z,2022-07-18T17:04:20Z,4,2022-07-18T17:04:50Z,563.296391356875,19.4727238394167,0.267822097913333,-54.4844700764042,0.9,563.296391356875,32.354686707052466,17.410040049440234,21.47392689809401,38.88396694753424,0.011326264986661581,0.4404101133803633
2022-07-17T23:00:00Z,T3,2022-07-18,LW,8G,B,5,70,70,21,2022-07-18T17:06:43Z,2022-07-18T17:06:43Z,5,2022-07-18T17:07:13Z,576.6001077078,17.43966318634,0.2440383608708,-45.919965948488,0.9,576.6001077078,32.354686707052466,17.821223643068578,21.981089799856232,39.80231344292481,0.011303933159949783,0.4499226907701928
2022-07-19T10:35:00Z,T4,2022-07-19,LW,73,A,3,70,70,21,2022-07-19T21:40:43Z,2022-07-19T21:40:43Z,3,2022-07-19T21:41:13Z,536.3553214,22.41483018,0.27988394,-66.8898323,0.9,536.3553214,32.354686707052466,16.57736099429109,20.446882209565473,37.024243203856564,0.011358580292826511,0.4205428392121411
2022-07-19T10:35:00Z,T4,2022-07-19,LW,110n,A,4,70,70,21,2022-07-19T21:43:14Z,2022-07-19T21:43:14Z,4,2022-07-19T21:43:44Z,605.6896134,19.45250701,0.375389942,-58.58563046,0.9,605.6896134,32.354686707052466,18.720305311068756,23.09003693376435,41.81034224483311,0.011326042923126832,0.4735457308956028
2022-07-19T10:35:00Z,T4,2022-07-19,LW,BH12,B,5,70,70,21,2022-07-19T21:45:37Z,2022-07-19T21:45:37Z,5,2022-07-19T21:46:07Z,551.7300312,23.6843551,0.287301257,-54.27272612,0.9,551.7300312,32.354686707052466,17.05255365924274,21.03299530986304,38.08554896910578,0.011372523761285424,0.4331288106127551
2022-07-19T10:35:00Z,T4,2022-07-19,LW,86,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,33,A,7,70,70,21,2022-07-19T21:50:27Z,2022-07-19T21:50:27Z,7,2022-07-19T21:50:57Z,1815.848714,23.47073244,0.328311716,-71.38488569,0.9,1815.848714,32.354686707052466,56.123204976180254,69.2235972762159,125.34680225239616,0.011370177524646799,1.4252153937565415
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,37,A,8,70,70,21,2022-07-19T21:52:59Z,2022-07-19T21:52:59Z,8,2022-07-19T21:53:29Z,1752.094302,23.41618284,0.284543064,-64.37224846,0.9,1752.094302,32.354686707052466,54.15272037290628,66.79315816152325,120.94587853442954,0.011369578399762551,1.3751036481253553
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,71,B,9,70,70,21,2022-07-19T21:55:12Z,2022-07-19T21:55:12Z,9,2022-07-19T21:55:42Z,1782.938648,23.09377711,0.287859737,-59.58699207,0.9,1782.938648,32.354686707052466,55.1060396332432,67.96900313654261,123.0750427697858,0.01136603736363062,1.3988755346518218
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,74,B,10,70,70,21,2022-07-19T21:57:26Z,2022-07-19T21:57:26Z,10,2022-07-19T21:57:56Z,1761.063994,23.00702136,0.28494886,-41.172659,0.9,1761.063994,32.354686707052466,54.429950441032545,67.13509983425871,121.56505027529124,0.011365084506366491,1.381597069399376
2022-07-19T12:30:00Z,T4,2022-07-19,NP,BH21,A,11,70,70,21,2022-07-19T21:59:50Z,2022-07-19T21:59:50Z,11,2022-07-19T22:00:20Z,1063.645423,24.40918911,0.274963657,-41.12174152,0.9,1063.645423,32.354686707052466,32.874539402297884,40.54818104546252,73.42272044776041,0.01138048459456526,0.835586138946809
2022-07-19T12:30:00Z,T4,2022-07-19,NP,32,A,12,70,70,21,2022-07-19T22:02:15Z,2022-07-19T22:02:15Z,12,2022-07-19T22:02:45Z,1111.593749,24.3406333,0.351739159,-70.83976655,0.9,1111.593749,32.354686707052466,34.35649861377585,42.37606218088001,76.73256079465585,0.011379731653357749,0.8731959509181431
2022-07-19T12:30:00Z,T4,2022-07-19,NP,70,B,13,70,70,21,2022-07-19T22:04:26Z,2022-07-19T22:04:26Z,13,2022-07-19T22:04:56Z,1035.370214,21.90271191,0.283825585,-65.49533624,0.9,1035.370214,32.354686707052466,32.000625546910854,39.47027644601756,71.47090199292842,0.011352955475092555,0.8114059680904201
2022-07-19T12:30:00Z,T4,2022-07-19,NP,72,B,14,70,70,21,2022-07-19T22:06:45Z,2022-07-19T22:06:45Z,14,2022-07-19T22:07:15Z,1024.383721,22.05780523,0.276932328,-47.53211382,0.9,1024.383721,32.354686707052466,31.6610613564282,39.05145049369762,70.71251185012582,0.011354658939249253,0.8029164547957999
2022-07-19T13:40:00Z,T4,2022-07-19,C,BH13,A,15,70,70,21,2022-07-19T22:09:18Z,2022-07-19T22:09:18Z,15,2022-07-19T22:09:48Z,1129.406927,22.70542093,0.277729943,-69.35700389,0.9,1129.406927,32.354686707052466,34.90705804775477,43.05513431424363,77.96219236199839,0.011361771948979955,0.8857886502595326
2022-07-19T13:40:00Z,T4,2022-07-19,C,30,A,16,70,70,21,2022-07-19T22:11:33Z,2022-07-19T22:11:33Z,16,2022-07-19T22:12:03Z,1009.292523,22.52998914,0.278508614,-45.32733548,0.9,1009.292523,32.354686707052466,31.194631310709028,38.47614540098073,69.67077671168975,0.011359845124964654,0.7914492331807897
2022-07-19T13:40:00Z,T4,2022-07-19,C,4048,B,17,70,70,21,2022-07-19T22:14:01Z,2022-07-19T22:14:01Z,17,2022-07-19T22:14:31Z,955.3799578,23.20130512,0.251978327,-52.68778666,0.9,955.3799578,32.354686707052466,29.528332833207514,36.420896154301175,65.94922898750869,0.011367218364593435,0.7496592868775865
2022-07-19T13:40:00Z,T4,2022-07-19,C,4002,B,18,70,70,21,2022-07-19T22:16:15Z,2022-07-19T22:16:15Z,18,2022-07-19T22:16:45Z,1056.177373,22.37406696,0.31168528,-57.40234915,0.9,1056.177373,32.354686707052466,32.643721219213084,40.26348481407888,72.90720603329197,0.011358132574993513,0.8280897117984971
2022-07-21T16:40:00Z,T5,2022-07-22,LW,BH21,A,3,70,70,21,2022-07-22T02:56:27Z,2022-07-22T02:56:27Z,3,2022-07-22T02:56:57Z,573.2234691154,24.316700739,0.299485803708,-52.67956055324,0.9,573.2234691154,32.354686707052466,17.716860444531903,21.852365931912008,39.56922637644391,0.011379468804302458,0.45027677716112546
2022-07-21T16:40:00Z,T5,2022-07-22,LW,BH13,A,4,70,70,21,2022-07-22T02:58:44Z,2022-07-22T02:58:44Z,4,2022-07-22T02:59:14Z,669.4277196775,24.9798333361667,0.274281901954583,-68.129700459333307,0.9,669.4277196775,32.354686707052466,20.690285946474102,25.519854443386635,46.21014038986073,0.01138675187521833,0.5261834027383491
2022-07-21T16:40:00Z,T5,2022-07-22,LW,4002,B,5,70,70,21,2022-07-22T03:01:02Z,2022-07-22T03:01:02Z,5,2022-07-22T03:01:32Z,624.955767181667,21.4039923330208,0.31671306064375,-43.17865026675,0.9,624.955767181667,32.354686707052466,19.315772482675385,23.824499259926927,43.14027174260231,0.011347477759518004,0.4895332741387427
2022-07-21T16:40:00Z,T5,2022-07-22,LW,4048,B,6,70,70,21,2022-07-22T03:03:14Z,2022-07-22T03:03:14Z,6,2022-07-22T03:03:44Z,554.7341622548,22.90802174112,0.2512473393332,-42.794348386184,0.9,554.7341622548,32.354686707052466,17.14540360960697,21.147518483902335,38.292922093509304,0.011363997169784593,0.43516065829342165
2022-07-21T17:22:00Z,T5,2022-07-22,C,147,A,7,70,70,21,2022-07-22T03:05:38Z,2022-07-22T03:05:38Z,7,2022-07-22T03:06:08Z,1090.885339048,22.27244622182,0.31056803545,-57.06359031168,0.9,1090.885339048,32.354686707052466,33.71645502010736,41.58661831383547,75.30307333394282,0.011357016434299656,0.8552182414068608
2022-07-21T17:22:00Z,T5,2022-07-22,C,110n,A,8,70,70,21,2022-07-22T03:07:54Z,2022-07-22T03:07:54Z,8,2022-07-22T03:08:24Z,1179.89314115625,19.4897796758333,0.283862465581667,-60.358827094,0.9,1179.89314115625,32.354686707052466,36.467456842939065,44.97976456003901,81.44722140297807,0.011326452329477623,0.9225080705892407
2022-07-21T17:22:00Z,T5,2022-07-22,C,8G,B,9,70,70,21,2022-07-22T03:10:08Z,2022-07-22T03:10:08Z,9,2022-07-22T03:10:38Z,1134.18727559,23.23943060196,0.2962855356756,-44.29671742908,0.9,1134.18727559,32.354686707052466,35.05480630547342,43.23737026985093,78.29217657532435,0.01136763710346942,0.8899970513490365
2022-07-21T17:22:00Z,T5,2022-07-22,C,BH12,B,10,70,70,21,2022-07-22T03:12:38Z,2022-07-22T03:12:38Z,10,2022-07-22T03:13:08Z,1128.02017993333,23.8905638941458,0.308097694880833,-45.8041792320417,0.9,1128.02017993333,32.354686707052466,34.864197269060604,43.00226888568285,77.86646615474346,0.011374788560213999,0.8857145884412665
2022-07-21T18:52:00Z,T5,2022-07-22,NP,70,A,11,70,70,21,2022-07-22T03:14:52Z,2022-07-22T03:14:52Z,11,2022-07-22T03:15:22Z,1000.18142241771,22.753048027125,0.281771375317917,-40.4568868472083,0.9,1000.18142241771,32.354686707052466,30.913030667662035,38.12881296486483,69.04184363252686,0.011362295051475284,0.7844737982505903
2022-07-21T18:52:00Z,T5,2022-07-22,NP,71,A,12,70,70,21,2022-07-22T03:17:15Z,2022-07-22T03:17:15Z,12,2022-07-22T03:17:45Z,1004.978812858,23.34385081598,0.2843150673268,-49.18847825356,0.9,1004.978812858,32.354686707052466,31.06130564506258,38.31169858813014,69.37300423319272,0.011368783967235022,0.7886866982852486
2022-07-21T18:52:00Z,T5,2022-07-22,NP,73,B,14,70,70,21,2022-07-22T03:21:19Z,2022-07-22T03:21:19Z,14,2022-07-22T03:21:49Z,998.0466525675,23.0543872469375,0.27813211905375,-40.7255443434625,0.9,998.0466525675,32.354686707052466,30.84705043210795,38.04743148894726,68.8944819210552,0.011365604736428366,0.7830274500357234
2022-07-21T20:00:00Z,T5,2022-07-22,CNP,37,A,15,70,70,21,2022-07-22T03:23:45Z,2022-07-22T03:23:45Z,15,2022-07-22T03:24:15Z,1818.99532365417,25.2707641477708,0.3001829330375,-60.979614454,0.9,1818.99532365417,32.354686707052466,56.22045857293612,69.34355200471633,125.56401057765244,0.011389947084266888,1.430167436167789
2022-07-21T20:00:00Z,T5,2022-07-22,CNP,33,A,16,70,70,21,2022-07-22T03:25:52Z,2022-07-22T03:25:52Z,16,2022-07-22T03:26:22Z,1871.14179296458,25.1870142718958,0.292585839460417,-51.45662259575,0.9,1871.14179296458,32.354686707052466,57.83217157706925,71.33147432615723,129.1636459032265,0.01138902728569407,1.4710482875115736
2022-07-21T20:00:00Z,T5,2022-07-22,CNP,30,B,18,70,70,21,2022-07-22T03:30:11Z,2022-07-22T03:30:11Z,18,2022-07-22T03:30:41Z,1803.26606459375,24.8619142401875,0.296108518319583,-66.2734303684167,0.9,1803.26606459375,32.354686707052466,55.73430770388779,68.74392281410314,124.47823051799094,0.011385456797973962,1.4172415158508298
2022-07-22T10:10:00Z,T6,2022-07-22,LW_noleachate,BH03,A,3,70,70,21,2022-07-22T17:42:05Z,2022-07-22T17:42:05Z,3,2022-07-22T17:42:35Z,490.19763991,-14.93425667764,0.182039164842,-29.73273887644,0.9,490.19763991,32.354686707052466,15.150745990785623,18.68726383936043,33.83800983014605,0.010948191075099593,0.37046499722153725
2022-07-22T10:10:00Z,T6,2022-07-22,LW_noleachate,130,A,4,70,70,21,2022-07-22T17:44:25Z,2022-07-22T17:44:25Z,4,2022-07-22T17:44:55Z,561.575680586458,-15.3082724538333,0.20614923855875,-65.233370672125,0.9,561.575680586458,32.354686707052466,17.356857313164753,21.408330139684654,38.7651874528494,0.010944079692245636,0.4242493007688245
2022-07-22T10:45:00Z,T6,2022-07-22,LW_noleachate,111,B,5,70,70,21,2022-07-22T17:46:45Z,2022-07-22T17:46:45Z,5,2022-07-22T17:47:15Z,536.158051706875,-15.0716204159375,0.22970678955,-59.918372260125,0.9,536.158051706875,32.354686707052466,16.571263896367963,20.439361914682753,37.010625811050716,0.010946681102876698,0.40514351817146943
2022-07-22T10:45:00Z,T6,2022-07-22,LW_noleachate,112,B,6,70,70,21,2022-07-22T17:48:49Z,2022-07-22T17:48:49Z,6,2022-07-22T17:49:19Z,540.0180663904,-15.65644338698,0.2733522556388,-60.79211618672,0.9,540.0180663904,32.354686707052466,16.6905670043991,20.586512996087553,37.277080000486656,0.01094025237910632,0.40782066316146076
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
