sample_datetime,time_interval,rundate,treatment,syringe_number,bottle,SampleID,volwater,volair,equiltemp,ResetTime,DATETIME,samplenum,ENDTIME,CO2,delCO2,CH4,delCH4,pressure,CO2_norm,delCO2_norm,CO2_vol_air,kH_CO2,CO2_mol_water,CO2_mol_air,CO2_conc,DIC_molL,DIC_mgL,AF,DIC_13C
2022-07-12T16:30:00Z,T0,2022-07-13,LW,33,A,2,70,70,21,2022-07-13T02:34:33Z,2022-07-13T02:34:33Z,2,2022-07-13T02:35:03Z,469.74774008029,17.275475896913,0.346332035489565,-99.241187414,0.9,450.31070275552406,19.761091177431965,450.31070275552406,32.354686707052466,13.91794353729187,17.166698137562005,31.084641674853874,2.3324016786818804,28014.476562648062,0.01132943242946527,317.38811926335967
2022-07-12T16:30:00Z,T0,2022-07-13,LW,70,A,3,70,70,21,2022-07-13T02:36:58Z,2022-07-13T02:36:58Z,3,2022-07-13T02:37:28Z,467.698142391667,14.8369598501667,0.29690285132125,-70.6695336015,0.9,448.3459125143359,17.316549506092738,448.3459125143359,32.354686707052466,13.85721693347778,17.09179660675736,30.949013540235136,2.331706984501584,28006.132590848523,0.011302580805197783,316.54157664914857
2022-07-12T16:30:00Z,T0,2022-07-13,LW,72,A,4,70,70,21,2022-07-13T02:39:18Z,2022-07-13T02:39:18Z,4,2022-07-13T02:39:48Z,473.8441007214,16.27398308748,0.2944504101468,-55.37267760504,0.9,454.23756579636176,18.757123618974745,454.23756579636176,32.354686707052466,14.039312755803936,17.316397605145408,31.35571036094935,2.333784654559163,28031.087485910102,0.011318404706554005,317.26719253035196
2022-07-12T16:30:00Z,T0,2022-07-13,LW,32,A,5,70,70,21,2022-07-13T02:41:46Z,2022-07-13T02:41:46Z,5,2022-07-13T02:42:16Z,468.8601203552,17.31395687574,0.4936100625608,-117.80204516088,0.9,449.4598106104834,19.79966724616333,449.4598106104834,32.354686707052466,13.891644653524432,17.13426051502238,31.02590516854681,2.3321010518563825,28010.865733847008,0.011329856149600553,317.3590793902619
2022-07-12T16:30:00Z,T0,2022-07-13,LW,37,A,6,70,70,21,2022-07-13T02:44:24Z,2022-07-13T02:44:24Z,6,2022-07-13T02:44:54Z,445.892787932292,17.0552732849583,0.29570880602125,-62.0162682064167,0.9,427.44281143979714,19.54034442688446,427.44281143979714,32.354686707052466,13.211155938858957,16.294930744831866,29.506086683690825,2.324200109519442,27915.967515438013,0.011327007736759123,316.20438002648274
2022-07-12T16:30:00Z,T0,2022-07-13,LW,71,A,7,70,70,21,2022-07-13T02:46:53Z,2022-07-13T02:46:53Z,7,2022-07-13T02:47:23Z,472.1059065944,15.12753015594,0.3096158632856,-56.05353899712,0.9,452.5712939826407,17.607837800236226,452.5712939826407,32.354686707052466,13.98781258741078,17.252876163025018,31.2406887504358,2.3331987047349765,28024.0496425718,0.011305780485135605,316.8337535634597
2022-07-12T16:30:00Z,T0,2022-07-13,LW,BH21,A,8,70,70,21,2022-07-13T02:49:24Z,2022-07-13T02:49:24Z,8,2022-07-13T02:49:54Z,431.012251184203,17.3645357839855,0.302618556815652,-57.579420214913,0.9,413.17799569152766,19.850371139490175,413.17799569152766,32.354686707052466,12.770267239257976,15.751128911031284,28.521396150289263,2.3189499581345823,27852.90794715447,0.011330413081396262,315.5849525593649
2022-07-12T16:30:00Z,T0,2022-07-13,LW,74,A,9,70,70,21,2022-07-13T02:51:55Z,2022-07-13T02:51:55Z,9,2022-07-13T02:52:25Z,442.1885990672,17.33556110118,0.2909030882652,-60.50549208848,0.9,423.8918930453976,19.821324857591804,423.8918930453976,32.354686707052466,13.101406200697358,16.159563000261805,29.260969200959167,2.322903128419411,27900.389475445543,0.011330094036980093,316.1140364251677
2022-07-13T14:45:00Z,T1,2022-07-13,LW,BH12,A,2,70,70,21,2022-07-13T21:21:31Z,2022-07-13T21:21:31Z,2,2022-07-13T21:22:01Z,417.850193213403,20.7977862853472,0.23291393373625,-78.9264151552917,0.9,409.19442387735353,22.61673365455352,409.19442387735353,32.354686707052466,12.64714529867971,15.599267597443198,28.24641289612291,2.3174644926951435,27835.066021761366,0.011360797868925812,316.2285587414358
2022-07-13T14:45:00Z,T1,2022-07-13,LW,73,A,3,70,70,21,2022-07-13T21:23:56Z,2022-07-13T21:23:56Z,3,2022-07-13T21:24:26Z,423.6767228448,20.67382760728,0.2257207823648,-56.98238151516,0.9,414.90025691140977,22.492551586875685,414.90025691140977,32.354686707052466,12.823497895931489,15.816784775515137,28.640282671446627,2.319589534759634,27860.589901997962,0.011359433935253677,316.4805303889416
2022-07-13T14:45:00Z,T1,2022-07-13,LW,110n,A,4,70,70,21,2022-07-13T21:26:25Z,2022-07-13T21:26:25Z,4,2022-07-13T21:26:55Z,456.8304916332,18.65077359358,0.20244660123,-58.21855903458,0.9,447.36724517436306,20.465851853668006,447.36724517436306,32.354686707052466,13.826968847664622,17.054487951423166,30.881456799087783,2.331360271406068,28001.96821985828,0.011337173474334522,317.46317133133556
2022-07-13T14:45:00Z,T1,2022-07-13,LW,8G,A,5,70,70,21,2022-07-13T21:28:46Z,2022-07-13T21:28:46Z,5,2022-07-13T21:29:16Z,450.8604230902,20.15783469278,0.2172556735816,-62.9177544546,0.9,441.52084663814526,21.975628792787028,441.52084663814526,32.354686707052466,13.646271732926577,16.831612149784437,30.477883882711012,2.32927949432644,27976.976006354867,0.011353756356843263,317.64376917740304
2022-07-15T18:00:00Z,T2,2022-07-16,LW,73,A,2,70,70,21,2022-07-16T00:47:54Z,2022-07-16T00:47:54Z,2,2022-07-16T00:48:24Z,481.820413797,22.85919004406,0.2607121878016,-58.36350004648,0.9,464.98931961665266,25.473193540023864,464.98931961665266,32.354686707052466,14.371621763078217,17.726274854681975,32.09789661776019,2.3375347343783295,28076.129694618114,0.0113921702956113,319.84805072275884
2022-07-15T18:00:00Z,T2,2022-07-16,LW,110n,A,3,70,70,21,2022-07-16T00:50:24Z,2022-07-16T00:50:24Z,3,2022-07-16T00:50:54Z,498.0839210736,20.97456062118,0.2596459269196,-53.37177455516,0.9,480.6847052138118,23.583693017708683,480.6847052138118,32.354686707052466,14.856725690656596,18.324612724624515,33.18133841528111,2.3429161889548755,28140.76634553701,0.011371418182087001,320.0004220795015
2022-07-15T18:00:00Z,T2,2022-07-16,LW,BH12,B,4,70,70,21,2022-07-16T00:52:55Z,2022-07-16T00:52:55Z,4,2022-07-16T00:53:25Z,471.6124723668,22.1440022401,0.2743040574996,-47.755631457104,0.9,455.1379650364061,24.7561572051358,455.1379650364061,32.354686707052466,14.067141776316385,17.350722532051538,31.41786430836792,2.3341007437481576,28034.88403315912,0.011384295290851403,319.15739827825854
2022-07-15T18:00:00Z,T2,2022-07-16,LW,8G,B,5,70,70,21,2022-07-16T00:54:59Z,2022-07-16T00:54:59Z,5,2022-07-16T00:55:29Z,483.5751940978,21.62520849458,0.2621288953608,-50.1958161122832,0.9,466.68280140941346,24.23602256251778,466.68280140941346,32.354686707052466,14.423962921813391,17.790833592815197,32.21479651462859,2.33812061159595,28083.16666587895,0.011378582722486315,319.54663501707387
2022-07-17T23:00:00Z,T3,2022-07-18,LW,73,A,2,70,70,21,2022-07-18T16:59:23Z,2022-07-18T16:59:23Z,2,2022-07-18T16:59:53Z,549.022540504167,20.1587243996667,0.2850439761,-60.138924144,0.9,502.34962015918137,27.955311355716937,502.34962015918137,32.354686707052466,15.526332389108946,19.15052037631324,34.67685276542219,2.3501722564122236,28227.918971767216,0.011419429716078773,322.3467367292623
2022-07-17T23:00:00Z,T3,2022-07-18,LW,110n,A,3,70,70,21,2022-07-18T17:01:53Z,2022-07-18T17:01:53Z,3,2022-07-18T17:02:23Z,816.413155955417,8.06663884483542,0.273568049951667,-52.78885548775,0.9,747.0091089712727,15.76976885751935,747.0091089712727,32.354686707052466,23.088126790869048,28.477404159503266,51.56553095037231,2.4213264681184437,29082.552208570625,0.01128558972048947,328.213752250643
2022-07-17T23:00:00Z,T3,2022-07-18,LW,BH12,B,4,70,70,21,2022-07-18T17:04:20Z,2022-07-18T17:04:20Z,4,2022-07-18T17:04:50Z,563.296391356875,19.4727238394167,0.267822097913333,-54.4844700764042,0.9,515.4100375829944,27.26400818568586,515.4100375829944,32.354686707052466,15.929996239792011,19.648408261484995,35.57840450127701,2.354454908394535,28279.357904726763,0.011411837752164521,322.71944414413304
2022-07-17T23:00:00Z,T3,2022-07-18,LW,8G,B,5,70,70,21,2022-07-18T17:06:43Z,2022-07-18T17:06:43Z,5,2022-07-18T17:07:13Z,576.6001077078,17.43966318634,0.2440383608708,-45.919965948488,0.9,527.5827925475821,25.215232964060476,527.5827925475821,32.354686707052466,16.306224731039755,20.11245676999454,36.41868150103429,2.3583873085753795,28326.589963298884,0.01138933720291509,322.6210849007212
2022-07-19T10:35:00Z,T4,2022-07-19,LW,73,A,3,70,70,21,2022-07-19T21:40:43Z,2022-07-19T21:40:43Z,3,2022-07-19T21:41:13Z,536.3553214,22.41483018,0.27988394,-66.8898323,0.9,527.3192600490897,24.111386723924433,527.3192600490897,32.354686707052466,16.298079620537575,20.102410411284048,36.400490031821626,2.358302764646968,28325.574506174733,0.011377213854138885,322.2661186980944
2022-07-19T10:35:00Z,T4,2022-07-19,LW,110n,A,4,70,70,21,2022-07-19T21:43:14Z,2022-07-19T21:43:14Z,4,2022-07-19T21:43:44Z,605.6896134,19.45250701,0.375389942,-58.58563046,0.9,595.4854664699282,21.14409222229852,595.4854664699282,32.354686707052466,18.404921421789815,22.701035497582687,41.1059569193725,2.3793629510668586,28578.528405264038,0.011344623107427499,324.21263372263155
2022-07-19T10:35:00Z,T4,2022-07-19,LW,BH12,B,5,70,70,21,2022-07-19T21:45:37Z,2022-07-19T21:45:37Z,5,2022-07-19T21:46:07Z,551.7300312,23.6843551,0.287301257,-54.27272612,0.9,542.4349497266779,25.383042243087186,542.4349497266779,32.354686707052466,16.76526664090496,20.67864917320638,37.44391581411134,2.3631109016861753,28383.32504015265,0.011391180196624993,323.3195701117572
2022-07-19T10:35:00Z,T4,2022-07-19,LW,86,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,33,A,7,70,70,21,2022-07-19T21:50:27Z,2022-07-19T21:50:27Z,7,2022-07-19T21:50:57Z,1815.848714,23.47073244,0.328311716,-71.38488569,0.9,1785.2568288652594,25.169061063501363,1785.2568288652594,32.354686707052466,55.17768863068981,68.05737658824754,123.23506521893734,2.617377798610491,31437.324739110605,0.011388830111024333,358.03435059883304
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,37,A,8,70,70,21,2022-07-19T21:52:59Z,2022-07-19T21:52:59Z,8,2022-07-19T21:53:29Z,1752.094302,23.41618284,0.284543064,-64.37224846,0.9,1722.5764973399707,25.11441991402674,1722.5764973399707,32.354686707052466,53.24040108737924,65.66788345856477,118.908284545944,2.608217159104888,31327.296298008812,0.011388230003285722,356.76245562280565
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,71,B,9,70,70,21,2022-07-19T21:55:12Z,2022-07-19T21:55:12Z,9,2022-07-19T21:55:42Z,1782.938648,23.09377711,0.287859737,-59.58699207,0.9,1752.9012038553524,24.791473099348373,1752.9012038553524,32.354686707052466,54.17765963016623,66.82391879077925,121.00157842094548,2.6126780193760797,31380.875690726094,0.011384683158143135,357.2613269639927
2022-07-19T11:30:00Z,T4,2022-07-19,CNP,74,B,10,70,70,21,2022-07-19T21:57:26Z,2022-07-19T21:57:26Z,10,2022-07-19T21:57:56Z,1761.063994,23.00702136,0.28494886,-41.172659,0.9,1731.3950755466012,24.704571750212345,1731.3950755466012,32.354686707052466,53.51296061751706,66.00406438686461,119.51702500438168,2.609520085123456,31342.94574241783,0.011383728737732576,356.79959217315474
2022-07-19T12:30:00Z,T4,2022-07-19,NP,BH21,A,11,70,70,21,2022-07-19T21:59:50Z,2022-07-19T21:59:50Z,11,2022-07-19T22:00:20Z,1063.645423,24.40918911,0.274963657,-41.12174152,0.9,1045.726023463223,26.109092743286094,1045.726023463223,32.354686707052466,32.32069693431099,39.86505954563616,72.18575647994714,2.490335640087432,29911.421373090143,0.011399154089518894,340.96490126838336
2022-07-19T12:30:00Z,T4,2022-07-19,NP,32,A,12,70,70,21,2022-07-19T22:02:15Z,2022-07-19T22:02:15Z,12,2022-07-19T22:02:45Z,1111.593749,24.3406333,0.351739159,-70.83976655,0.9,1092.8665565727215,26.04042187511823,1092.8665565727215,32.354686707052466,33.77768934892841,41.66214608384766,75.43983543277606,2.499996588540527,30027.459024960266,0.011398399913123905,342.2649863414387
2022-07-19T12:30:00Z,T4,2022-07-19,NP,70,B,13,70,70,21,2022-07-19T22:04:26Z,2022-07-19T22:04:26Z,13,2022-07-19T22:04:56Z,1035.370214,21.90271191,0.283825585,-65.49533624,0.9,1017.92717129803,23.59840900063559,1017.92717129803,32.354686707052466,31.461506041291653,38.8053145722868,70.26682061357846,2.4845033564735366,29841.369814603644,0.011371579808985358,339.34351845621194
2022-07-19T12:30:00Z,T4,2022-07-19,NP,72,B,14,70,70,21,2022-07-19T22:06:45Z,2022-07-19T22:06:45Z,14,2022-07-19T22:07:15Z,1024.383721,22.05780523,0.276932328,-47.53211382,0.9,1007.1257694508876,23.753762602191976,1007.1257694508876,32.354686707052466,31.127662541432088,38.39354464579438,69.52120718722647,2.4822089712383324,29813.81195354361,0.011373286067646562,339.08101211467203
2022-07-19T13:40:00Z,T4,2022-07-19,C,BH13,A,15,70,70,21,2022-07-19T22:09:18Z,2022-07-19T22:09:18Z,15,2022-07-19T22:09:48Z,1129.406927,22.70542093,0.277729943,-69.35700389,0.9,1110.379633198054,24.40246515693856,1110.379633198054,32.354686707052466,34.31897342266709,42.329777783577185,76.64875120624427,2.5035154086155056,30069.723572880837,0.011380410746150958,342.20580528260183
2022-07-19T13:40:00Z,T4,2022-07-19,C,30,A,16,70,70,21,2022-07-19T22:11:33Z,2022-07-19T22:11:33Z,16,2022-07-19T22:12:03Z,1009.292523,22.52998914,0.278508614,-45.32733548,0.9,992.2888152059992,24.226738948714967,992.2888152059992,32.354686707052466,30.669090515090858,37.82793180727141,68.49702232236227,2.4790309270048483,29775.640464255233,0.011378480761213037,338.8015521753246
2022-07-19T13:40:00Z,T4,2022-07-19,C,4048,B,17,70,70,21,2022-07-19T22:14:01Z,2022-07-19T22:14:01Z,17,2022-07-19T22:14:31Z,955.3799578,23.20130512,0.251978327,-52.68778666,0.9,939.2845233600522,24.899181570226418,939.2845233600522,32.354686707052466,29.03086442667711,35.807307663659614,64.83817209033673,2.467417120358159,29636.147032621848,0.011385866096518312,337.4332017301609
2022-07-19T13:40:00Z,T4,2022-07-19,C,4002,B,18,70,70,21,2022-07-19T22:16:15Z,2022-07-19T22:16:15Z,18,2022-07-19T22:16:45Z,1056.177373,22.37406696,0.31168528,-57.40234915,0.9,1038.383788860739,24.070555093427927,1038.383788860739,32.354686707052466,32.093767380983444,39.58515963585224,71.67892701683569,2.4888052252122344,29893.039560024146,0.01137676540183226,340.08609822208575
2022-07-21T16:40:00Z,T5,2022-07-22,LW,BH21,A,3,70,70,21,2022-07-22T02:56:27Z,2022-07-22T02:56:27Z,3,2022-07-22T02:56:57Z,573.2234691154,24.316700739,0.299485803708,-52.67956055324,0.9,571.2173278268333,25.39152811930601,571.2173278268333,32.354686707052466,17.654855786389767,21.7758880207467,39.43074380713646,2.3720439532835966,28490.619922889276,0.011391273394009279,324.5444407064393
2022-07-21T16:40:00Z,T5,2022-07-22,LW,BH13,A,4,70,70,21,2022-07-22T02:58:44Z,2022-07-22T02:58:44Z,4,2022-07-22T02:59:14Z,669.4277196775,24.9798333361667,0.274281901954583,-68.129700459333307,0.9,667.0848871514197,26.05536448083634,667.0848871514197,32.354686707052466,20.617875029709772,25.430541223611986,46.048416253321754,2.399934676216936,28825.615396041612,0.01139856402008133,328.57062251002236
2022-07-21T16:40:00Z,T5,2022-07-22,LW,4002,B,5,70,70,21,2022-07-22T03:01:02Z,2022-07-22T03:01:02Z,5,2022-07-22T03:01:32Z,624.955767181667,21.4039923330208,0.31671306064375,-43.17865026675,0.9,622.7685755616069,22.475728657651352,622.7685755616069,32.354686707052466,19.248172025286827,23.74111936670915,42.989291391995984,2.3873742426091757,28674.752027978808,0.011359249163039735,325.7236529741902
2022-07-21T16:40:00Z,T5,2022-07-22,LW,4048,B,6,70,70,21,2022-07-22T03:03:14Z,2022-07-22T03:03:14Z,6,2022-07-22T03:03:44Z,554.7341622548,22.90802174112,0.2512473393332,-42.794348386184,0.9,552.7927289970249,23.981354163257414,552.7927289970249,32.354686707052466,17.085398909967832,21.073507365608876,38.15890627557671,2.3663583890614714,28422.330611017333,0.011375785709858458,323.3263424056836
2022-07-21T17:22:00Z,T5,2022-07-22,C,147,A,7,70,70,21,2022-07-22T03:05:38Z,2022-07-22T03:05:38Z,7,2022-07-22T03:06:08Z,1090.885339048,22.27244622182,0.31056803545,-57.06359031168,0.9,1087.0675084153263,23.345104155690244,1087.0675084153263,32.354686707052466,33.59845571239527,41.44107536846375,75.03953108085904,2.4988231833868007,30013.36525565886,0.011368797732847605,341.21587887366155
2022-07-21T17:22:00Z,T5,2022-07-22,C,110n,A,8,70,70,21,2022-07-22T03:07:54Z,2022-07-22T03:07:54Z,8,2022-07-22T03:08:24Z,1179.89314115625,19.4897796758333,0.283862465581667,-60.358827094,0.9,1175.763805087329,20.559484686987652,1175.763805087329,32.354686707052466,36.33982970482739,44.8223464365746,81.16217614140199,2.5163358452068896,30223.709836779948,0.011338201922088911,342.68252496403596
2022-07-21T17:22:00Z,T5,2022-07-22,C,8G,B,9,70,70,21,2022-07-22T03:10:08Z,2022-07-22T03:10:08Z,9,2022-07-22T03:10:38Z,1134.18727559,23.23943060196,0.2962855356756,-44.29671742908,0.9,1130.2178988196465,24.31311472701614,1130.2178988196465,32.354686707052466,34.93212309712425,43.08605009825842,78.01817319538266,2.5074572004885187,30117.0684350676,0.01137942941945976,342.7150545778911
2022-07-21T17:22:00Z,T5,2022-07-22,C,BH12,B,10,70,70,21,2022-07-22T03:12:38Z,2022-07-22T03:12:38Z,10,2022-07-22T03:13:08Z,1128.02017993333,23.8905638941458,0.308097694880833,-45.8041792320417,0.9,1124.0723864823867,24.964939032570577,1124.0723864823867,32.354686707052466,34.74218114550214,42.85177151116547,77.59395265666761,2.506241059203984,30102.461362099053,0.011386588294829414,342.7643341912318
2022-07-21T18:52:00Z,T5,2022-07-22,NP,70,A,11,70,70,21,2022-07-22T03:14:52Z,2022-07-22T03:14:52Z,11,2022-07-22T03:15:22Z,1000.18142241771,22.753048027125,0.281771375317917,-40.4568868472083,0.9,996.6810332053386,23.82621598650236,996.6810332053386,32.354686707052466,30.804842656321828,37.995371488557346,68.80021414487918,2.4799749546789247,29786.979180648563,0.011374081825842104,338.79953854535194
2022-07-21T18:52:00Z,T5,2022-07-22,NP,71,A,12,70,70,21,2022-07-22T03:17:15Z,2022-07-22T03:17:15Z,12,2022-07-22T03:17:45Z,1004.978812858,23.34385081598,0.2843150673268,-49.18847825356,0.9,1001.4616339579096,24.41764575602745,1001.4616339579096,32.354686707052466,30.952598707735827,38.17761705708016,69.13021576481599,2.4809993676514566,29799.283404861642,0.011380577472934339,339.13305342695446
2022-07-21T18:52:00Z,T5,2022-07-22,NP,73,B,14,70,70,21,2022-07-22T03:21:19Z,2022-07-22T03:21:19Z,14,2022-07-22T03:21:49Z,998.0466525675,23.0543872469375,0.27813211905375,-40.7255443434625,0.9,994.5537345250456,24.12787499706059,994.5537345250456,32.354686707052466,30.73909333537942,37.91427482780831,68.65336816318775,2.479518071146551,29781.49155254122,0.011377394944125294,338.83579141839266
2022-07-21T20:00:00Z,T5,2022-07-22,CNP,37,A,15,70,70,21,2022-07-22T03:23:45Z,2022-07-22T03:23:45Z,15,2022-07-22T03:24:15Z,1818.99532365417,25.2707641477708,0.3001829330375,-60.979614454,0.9,1812.6292869876604,26.34660405253797,1812.6292869876604,32.354686707052466,56.023700782506886,69.1008666119022,125.12456739440913,2.621306774474758,31484.515668216314,0.011401762543707436,358.9789714526387
2022-07-21T20:00:00Z,T5,2022-07-22,CNP,33,A,16,70,70,21,2022-07-22T03:25:52Z,2022-07-22T03:25:52Z,16,2022-07-22T03:26:22Z,1871.14179296458,25.1870142718958,0.292585839460417,-51.45662259575,0.9,1864.593256468993,26.262765294090997,1864.593256468993,32.354686707052466,57.62977318715811,71.08183169369336,128.71160488085147,2.62865083045254,31572.725124565455,0.011400841790973667,359.95564405507014
2022-07-21T20:00:00Z,T5,2022-07-22,CNP,30,B,18,70,70,21,2022-07-22T03:30:11Z,2022-07-22T03:30:11Z,18,2022-07-22T03:30:41Z,1803.26606459375,24.8619142401875,0.296108518319583,-66.2734303684167,0.9,1796.9550764689343,25.93732023981765,1796.9550764689343,32.354686707052466,55.539251322042496,68.5033359761144,124.0425872981569,2.6190621382820827,31457.555342906093,0.011397267599377453,358.5301762653267
2022-07-22T10:10:00Z,T6,2022-07-22,LW_noleachate,BH03,A,3,70,70,21,2022-07-22T17:42:05Z,2022-07-22T17:42:05Z,3,2022-07-22T17:42:35Z,490.19763991,-14.93425667764,0.182039164842,-29.73273887644,0.9,486.7176975536605,-13.65453152303897,486.7176975536605,32.354686707052466,15.043189939081342,18.55460183598844,33.59779177506978,2.344956378044958,28165.271056697984,0.010962258244694035,308.75497485532975
2022-07-22T10:10:00Z,T6,2022-07-22,LW_noleachate,BH03,A,3,70,70,21,2022-07-22T17:42:05Z,2022-07-22T17:42:05Z,3,2022-07-22T17:42:35Z,490.19763991,-14.93425667764,0.182039164842,-29.73273887644,0.9,486.7176975536605,-13.65453152303897,486.7176975536605,32.354686707052466,15.043189939081342,18.55460183598844,33.59779177506978,2.344956378044958,28165.271056697984,0.010962258244694035,308.75497485532975
2022-07-22T10:10:00Z,T6,2022-07-22,LW_noleachate,130,A,4,70,70,21,2022-07-22T17:44:25Z,2022-07-22T17:44:25Z,4,2022-07-22T17:44:55Z,561.575680586458,-15.3082724538333,0.20614923855875,-65.233370672125,0.9,557.5890212514156,-14.029038517640146,557.5890212514156,32.354686707052466,17.233639945271854,21.25635112394467,38.48999106921652,2.367849532548566,28440.24073544082,0.010958141579184753,311.65218452505803
2022-07-22T10:10:00Z,T6,2022-07-22,LW_noleachate,130,A,4,70,70,21,2022-07-22T17:44:25Z,2022-07-22T17:44:25Z,4,2022-07-22T17:44:55Z,561.575680586458,-15.3082724538333,0.20614923855875,-65.233370672125,0.9,557.5890212514156,-14.029038517640146,557.5890212514156,32.354686707052466,17.233639945271854,21.25635112394467,38.48999106921652,2.367849532548566,28440.24073544082,0.010958141579184753,311.65218452505803
2022-07-22T10:45:00Z,T6,2022-07-22,LW_noleachate,111,B,5,70,70,21,2022-07-22T17:46:45Z,2022-07-22T17:46:45Z,5,2022-07-22T17:47:15Z,536.158051706875,-15.0716204159375,0.22970678955,-59.918372260125,0.9,532.351833639057,-13.792075670230997,532.351833639057,32.354686707052466,16.453623503114258,20.294261662310024,36.747885165424286,2.3599128265673652,28344.912959900623,0.010960746332330051,310.6814007654453
2022-07-22T10:45:00Z,T6,2022-07-22,LW_noleachate,111,B,5,70,70,21,2022-07-22T17:46:45Z,2022-07-22T17:46:45Z,5,2022-07-22T17:47:15Z,536.158051706875,-15.0716204159375,0.22970678955,-59.918372260125,0.9,532.351833639057,-13.792075670230997,532.351833639057,32.354686707052466,16.453623503114258,20.294261662310024,36.747885165424286,2.3599128265673652,28344.912959900623,0.010960746332330051,310.6814007654453
2022-07-22T10:45:00Z,T6,2022-07-22,LW_noleachate,112,B,6,70,70,21,2022-07-22T17:48:49Z,2022-07-22T17:48:49Z,6,2022-07-22T17:49:19Z,540.0180663904,-15.65644338698,0.2733522556388,-60.79211618672,0.9,536.1844458475399,-14.37766672190377,536.1844458475399,32.354686707052466,16.572079671247934,20.440368109389254,37.0124477806372,2.3611327537184983,28359.56550491288,0.010954309348387113,310.65945352666387
2022-07-22T10:45:00Z,T6,2022-07-22,LW_noleachate,112,B,6,70,70,21,2022-07-22T17:48:49Z,2022-07-22T17:48:49Z,6,2022-07-22T17:49:19Z,540.0180663904,-15.65644338698,0.2733522556388,-60.79211618672,0.9,536.1844458475399,-14.37766672190377,536.1844458475399,32.354686707052466,16.572079671247934,20.440368109389254,37.0124477806372,2.3611327537184983,28359.56550491288,0.010954309348387113,310.65945352666387
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
